fiyat,bakimmaliyeti,kapisayisi,kapasite,bagajboyutu,guvenlik,sonuc
dusuk,cokyuksek,4,2,kucuk,yuksek,kabuledilemez
dusuk,cokyuksek,4,2,orta,dusuk,kabuledilemez
dusuk,cokyuksek,4,2,orta,orta,kabuledilemez
dusuk,cokyuksek,4,2,orta,yuksek,kabuledilemez
dusuk,cokyuksek,4,2,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,4,2,buyuk,orta,kabuledilemez
dusuk,cokyuksek,4,2,buyuk,yuksek,kabuledilemez
dusuk,cokyuksek,4,4,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,4,4,kucuk,orta,kabuledilemez
dusuk,cokyuksek,4,4,kucuk,yuksek,kabuledilebilir
dusuk,cokyuksek,4,4,orta,dusuk,kabuledilemez
dusuk,cokyuksek,4,4,orta,orta,kabuledilebilir
dusuk,cokyuksek,4,4,orta,yuksek,kabuledilebilir
dusuk,cokyuksek,4,4,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,4,4,buyuk,orta,kabuledilebilir
dusuk,cokyuksek,4,4,buyuk,yuksek,kabuledilebilir
dusuk,cokyuksek,4,5,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,4,5,kucuk,orta,kabuledilemez
dusuk,cokyuksek,4,5,kucuk,yuksek,kabuledilebilir
dusuk,cokyuksek,4,5,orta,dusuk,kabuledilemez
dusuk,cokyuksek,4,5,orta,orta,kabuledilebilir
dusuk,cokyuksek,4,5,orta,yuksek,kabuledilebilir
dusuk,cokyuksek,4,5,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,4,5,buyuk,orta,kabuledilebilir
dusuk,cokyuksek,4,5,buyuk,yuksek,kabuledilebilir
dusuk,cokyuksek,5,2,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,5,2,kucuk,orta,kabuledilemez
dusuk,cokyuksek,5,2,kucuk,yuksek,kabuledilemez
dusuk,cokyuksek,5,2,orta,dusuk,kabuledilemez
dusuk,cokyuksek,5,2,orta,orta,kabuledilemez
dusuk,cokyuksek,5,2,orta,yuksek,kabuledilemez
dusuk,cokyuksek,5,2,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,5,2,buyuk,orta,kabuledilemez
dusuk,cokyuksek,5,2,buyuk,yuksek,kabuledilemez
dusuk,cokyuksek,5,4,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,5,4,kucuk,orta,kabuledilemez
dusuk,cokyuksek,5,4,kucuk,yuksek,kabuledilebilir
dusuk,cokyuksek,5,4,orta,dusuk,kabuledilemez
dusuk,cokyuksek,5,4,orta,orta,kabuledilebilir
dusuk,cokyuksek,5,4,orta,yuksek,kabuledilebilir
dusuk,cokyuksek,5,4,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,5,4,buyuk,orta,kabuledilebilir
dusuk,cokyuksek,5,4,buyuk,yuksek,kabuledilebilir
dusuk,cokyuksek,5,5,kucuk,dusuk,kabuledilemez
dusuk,cokyuksek,5,5,kucuk,orta,kabuledilemez
dusuk,cokyuksek,5,5,kucuk,yuksek,kabuledilebilir
dusuk,cokyuksek,5,5,orta,dusuk,kabuledilemez
dusuk,cokyuksek,5,5,orta,orta,kabuledilebilir
dusuk,cokyuksek,5,5,orta,yuksek,kabuledilebilir
dusuk,cokyuksek,5,5,buyuk,dusuk,kabuledilemez
dusuk,cokyuksek,5,5,buyuk,orta,kabuledilebilir
dusuk,cokyuksek,5,5,buyuk,yuksek,kabuledilebilir
dusuk,yuksek,2,2,kucuk,dusuk,kabuledilemez
dusuk,yuksek,2,2,kucuk,orta,kabuledilemez
dusuk,yuksek,2,2,kucuk,yuksek,kabuledilemez
dusuk,yuksek,2,2,orta,dusuk,kabuledilemez
dusuk,yuksek,2,2,orta,orta,kabuledilemez
dusuk,yuksek,2,2,orta,yuksek,kabuledilemez
dusuk,yuksek,2,2,buyuk,dusuk,kabuledilemez
dusuk,yuksek,2,2,buyuk,orta,kabuledilemez
dusuk,yuksek,2,2,buyuk,yuksek,kabuledilemez
dusuk,yuksek,2,4,kucuk,dusuk,kabuledilemez
dusuk,yuksek,2,4,kucuk,orta,kabuledilebilir
dusuk,yuksek,2,4,kucuk,yuksek,kabuledilebilir
dusuk,yuksek,2,4,orta,dusuk,kabuledilemez
dusuk,yuksek,2,4,orta,orta,kabuledilebilir
dusuk,yuksek,2,4,orta,yuksek,kabuledilebilir
dusuk,yuksek,2,4,buyuk,dusuk,kabuledilemez
dusuk,yuksek,2,4,buyuk,orta,kabuledilebilir
dusuk,yuksek,2,4,buyuk,yuksek,cokiyi
dusuk,yuksek,2,5,kucuk,dusuk,kabuledilemez
dusuk,yuksek,2,5,kucuk,orta,kabuledilemez
dusuk,yuksek,2,5,kucuk,yuksek,kabuledilemez
dusuk,yuksek,2,5,orta,dusuk,kabuledilemez
dusuk,yuksek,2,5,orta,orta,kabuledilebilir
dusuk,yuksek,2,5,orta,yuksek,kabuledilebilir
dusuk,yuksek,2,5,buyuk,dusuk,kabuledilemez
dusuk,yuksek,2,5,buyuk,orta,kabuledilebilir
dusuk,yuksek,2,5,buyuk,yuksek,cokiyi
dusuk,yuksek,3,2,kucuk,dusuk,kabuledilemez
dusuk,yuksek,3,2,kucuk,orta,kabuledilemez
dusuk,yuksek,3,2,kucuk,yuksek,kabuledilemez
dusuk,yuksek,3,2,orta,dusuk,kabuledilemez
dusuk,yuksek,3,2,orta,orta,kabuledilemez
dusuk,yuksek,3,2,orta,yuksek,kabuledilemez
dusuk,yuksek,3,2,buyuk,dusuk,kabuledilemez
dusuk,yuksek,3,2,buyuk,orta,kabuledilemez
dusuk,yuksek,3,2,buyuk,yuksek,kabuledilemez
dusuk,yuksek,3,4,kucuk,dusuk,kabuledilemez
dusuk,yuksek,3,4,kucuk,orta,kabuledilebilir
dusuk,yuksek,3,4,kucuk,yuksek,kabuledilebilir
dusuk,yuksek,3,4,orta,dusuk,kabuledilemez
dusuk,yuksek,3,4,orta,orta,kabuledilebilir
dusuk,yuksek,3,4,orta,yuksek,kabuledilebilir
dusuk,yuksek,3,4,buyuk,dusuk,kabuledilemez
dusuk,yuksek,3,4,buyuk,orta,kabuledilebilir
dusuk,yuksek,3,4,buyuk,yuksek,cokiyi
dusuk,yuksek,3,5,kucuk,dusuk,kabuledilemez
dusuk,yuksek,3,5,kucuk,orta,kabuledilebilir
dusuk,yuksek,3,5,kucuk,yuksek,kabuledilebilir
dusuk,yuksek,3,5,orta,dusuk,kabuledilemez
dusuk,yuksek,3,5,orta,orta,kabuledilebilir
dusuk,yuksek,3,5,orta,yuksek,cokiyi
dusuk,yuksek,3,5,buyuk,dusuk,kabuledilemez
dusuk,yuksek,3,5,buyuk,orta,kabuledilebilir
dusuk,yuksek,3,5,buyuk,yuksek,cokiyi
dusuk,yuksek,4,2,kucuk,dusuk,kabuledilemez
dusuk,yuksek,4,2,kucuk,orta,kabuledilemez
dusuk,yuksek,4,2,kucuk,yuksek,kabuledilemez
dusuk,yuksek,4,2,orta,dusuk,kabuledilemez
dusuk,yuksek,4,2,orta,orta,kabuledilemez
dusuk,yuksek,4,2,orta,yuksek,kabuledilemez
dusuk,yuksek,4,2,buyuk,dusuk,kabuledilemez
dusuk,yuksek,4,2,buyuk,orta,kabuledilemez
dusuk,yuksek,4,2,buyuk,yuksek,kabuledilemez
dusuk,yuksek,4,4,kucuk,dusuk,kabuledilemez
dusuk,yuksek,4,4,kucuk,orta,kabuledilebilir
dusuk,yuksek,4,4,kucuk,yuksek,kabuledilebilir
dusuk,yuksek,4,4,orta,dusuk,kabuledilemez
dusuk,yuksek,4,4,orta,orta,kabuledilebilir
dusuk,yuksek,4,4,orta,yuksek,cokiyi
dusuk,yuksek,4,4,buyuk,dusuk,kabuledilemez
dusuk,yuksek,4,4,buyuk,orta,kabuledilebilir
dusuk,yuksek,4,4,buyuk,yuksek,cokiyi
dusuk,yuksek,4,5,kucuk,dusuk,kabuledilemez
dusuk,yuksek,4,5,kucuk,orta,kabuledilebilir
dusuk,yuksek,4,5,kucuk,yuksek,kabuledilebilir
dusuk,yuksek,4,5,orta,dusuk,kabuledilemez
dusuk,yuksek,4,5,orta,orta,kabuledilebilir
dusuk,yuksek,4,5,orta,yuksek,cokiyi
dusuk,yuksek,4,5,buyuk,dusuk,kabuledilemez
dusuk,yuksek,4,5,buyuk,orta,kabuledilebilir
dusuk,yuksek,4,5,buyuk,yuksek,cokiyi
dusuk,yuksek,5,2,kucuk,dusuk,kabuledilemez
dusuk,yuksek,5,2,kucuk,orta,kabuledilemez
dusuk,yuksek,5,2,kucuk,yuksek,kabuledilemez
dusuk,yuksek,5,2,orta,dusuk,kabuledilemez
dusuk,yuksek,5,2,orta,orta,kabuledilemez
dusuk,yuksek,5,2,orta,yuksek,kabuledilemez
dusuk,yuksek,5,2,buyuk,dusuk,kabuledilemez
dusuk,yuksek,5,2,buyuk,orta,kabuledilemez
dusuk,yuksek,5,2,buyuk,yuksek,kabuledilemez
dusuk,yuksek,5,4,kucuk,dusuk,kabuledilemez
dusuk,yuksek,5,4,kucuk,orta,kabuledilebilir
dusuk,yuksek,5,4,kucuk,yuksek,kabuledilebilir
dusuk,yuksek,5,4,orta,dusuk,kabuledilemez
dusuk,yuksek,5,4,orta,orta,kabuledilebilir
dusuk,yuksek,5,4,orta,yuksek,cokiyi
dusuk,yuksek,5,4,buyuk,dusuk,kabuledilemez
dusuk,yuksek,5,4,buyuk,orta,kabuledilebilir
dusuk,yuksek,5,4,buyuk,yuksek,cokiyi
dusuk,yuksek,5,5,kucuk,dusuk,kabuledilemez
dusuk,yuksek,5,5,kucuk,orta,kabuledilebilir
dusuk,yuksek,5,5,kucuk,yuksek,kabuledilebilir
dusuk,yuksek,5,5,orta,dusuk,kabuledilemez
dusuk,yuksek,5,5,orta,orta,kabuledilebilir
dusuk,yuksek,5,5,orta,yuksek,cokiyi
dusuk,yuksek,5,5,buyuk,dusuk,kabuledilemez
dusuk,yuksek,5,5,buyuk,orta,kabuledilebilir
dusuk,yuksek,5,5,buyuk,yuksek,cokiyi
dusuk,orta,2,2,kucuk,dusuk,kabuledilemez
dusuk,orta,2,2,kucuk,orta,kabuledilemez
dusuk,orta,2,2,kucuk,yuksek,kabuledilemez
dusuk,orta,2,2,orta,dusuk,kabuledilemez
dusuk,orta,2,2,orta,orta,kabuledilemez
dusuk,orta,2,2,orta,yuksek,kabuledilemez
dusuk,orta,2,2,buyuk,dusuk,kabuledilemez
dusuk,orta,2,2,buyuk,orta,kabuledilemez
dusuk,orta,2,2,buyuk,yuksek,kabuledilemez
dusuk,orta,2,4,kucuk,dusuk,kabuledilemez
dusuk,orta,2,4,kucuk,orta,kabuledilebilir
dusuk,orta,2,4,kucuk,yuksek,iyi
dusuk,orta,2,4,orta,dusuk,kabuledilemez
dusuk,orta,2,4,orta,orta,kabuledilebilir
dusuk,orta,2,4,orta,yuksek,iyi
dusuk,orta,2,4,buyuk,dusuk,kabuledilemez
dusuk,orta,2,4,buyuk,orta,iyi
dusuk,orta,2,4,buyuk,yuksek,cokiyi
dusuk,orta,2,5,kucuk,dusuk,kabuledilemez
dusuk,orta,2,5,kucuk,orta,kabuledilemez
dusuk,orta,2,5,kucuk,yuksek,kabuledilemez
dusuk,orta,2,5,orta,dusuk,kabuledilemez
dusuk,orta,2,5,orta,orta,kabuledilebilir
dusuk,orta,2,5,orta,yuksek,iyi
dusuk,orta,2,5,buyuk,dusuk,kabuledilemez
dusuk,orta,2,5,buyuk,orta,iyi
dusuk,orta,2,5,buyuk,yuksek,cokiyi
dusuk,orta,3,2,kucuk,dusuk,kabuledilemez
dusuk,orta,3,2,kucuk,orta,kabuledilemez
dusuk,orta,3,2,kucuk,yuksek,kabuledilemez
dusuk,orta,3,2,orta,dusuk,kabuledilemez
dusuk,orta,3,2,orta,orta,kabuledilemez
dusuk,orta,3,2,orta,yuksek,kabuledilemez
dusuk,orta,3,2,buyuk,dusuk,kabuledilemez
dusuk,orta,3,2,buyuk,orta,kabuledilemez
dusuk,orta,3,2,buyuk,yuksek,kabuledilemez
dusuk,orta,3,4,kucuk,dusuk,kabuledilemez
dusuk,orta,3,4,kucuk,orta,kabuledilebilir
dusuk,orta,3,4,kucuk,yuksek,iyi
dusuk,orta,3,4,orta,dusuk,kabuledilemez
dusuk,orta,3,4,orta,orta,kabuledilebilir
dusuk,orta,3,4,orta,yuksek,iyi
dusuk,orta,3,4,buyuk,dusuk,kabuledilemez
dusuk,orta,3,4,buyuk,orta,iyi
dusuk,orta,3,4,buyuk,yuksek,cokiyi
dusuk,orta,3,5,kucuk,dusuk,kabuledilemez
dusuk,orta,3,5,kucuk,orta,kabuledilebilir
dusuk,orta,3,5,kucuk,yuksek,iyi
dusuk,orta,3,5,orta,dusuk,kabuledilemez
dusuk,orta,3,5,orta,orta,iyi
dusuk,orta,3,5,orta,yuksek,cokiyi
dusuk,orta,3,5,buyuk,dusuk,kabuledilemez
dusuk,orta,3,5,buyuk,orta,iyi
dusuk,orta,3,5,buyuk,yuksek,cokiyi
dusuk,orta,4,2,kucuk,dusuk,kabuledilemez
dusuk,orta,4,2,kucuk,orta,kabuledilemez
dusuk,orta,4,2,kucuk,yuksek,kabuledilemez
dusuk,orta,4,2,orta,dusuk,kabuledilemez
dusuk,orta,4,2,orta,orta,kabuledilemez
dusuk,orta,4,2,orta,yuksek,kabuledilemez
dusuk,orta,4,2,buyuk,dusuk,kabuledilemez
dusuk,orta,4,2,buyuk,orta,kabuledilemez
dusuk,orta,4,2,buyuk,yuksek,kabuledilemez
dusuk,orta,4,4,kucuk,dusuk,kabuledilemez
dusuk,orta,4,4,kucuk,orta,kabuledilebilir
dusuk,orta,4,4,kucuk,yuksek,iyi
dusuk,orta,4,4,orta,dusuk,kabuledilemez
dusuk,orta,4,4,orta,orta,iyi
dusuk,orta,4,4,orta,yuksek,cokiyi
dusuk,orta,4,4,buyuk,dusuk,kabuledilemez
dusuk,orta,4,4,buyuk,orta,iyi
dusuk,orta,4,4,buyuk,yuksek,cokiyi
dusuk,orta,4,5,kucuk,dusuk,kabuledilemez
dusuk,orta,4,5,kucuk,orta,kabuledilebilir
dusuk,orta,4,5,kucuk,yuksek,iyi
dusuk,orta,4,5,orta,dusuk,kabuledilemez
dusuk,orta,4,5,orta,orta,iyi
dusuk,orta,4,5,orta,yuksek,cokiyi
dusuk,orta,4,5,buyuk,dusuk,kabuledilemez
dusuk,orta,4,5,buyuk,orta,iyi
dusuk,orta,4,5,buyuk,yuksek,cokiyi
dusuk,orta,5,2,kucuk,dusuk,kabuledilemez
dusuk,orta,5,2,kucuk,orta,kabuledilemez
dusuk,orta,5,2,kucuk,yuksek,kabuledilemez
dusuk,orta,5,2,orta,dusuk,kabuledilemez
dusuk,orta,5,2,orta,orta,kabuledilemez
dusuk,orta,5,2,orta,yuksek,kabuledilemez
dusuk,orta,5,2,buyuk,dusuk,kabuledilemez
dusuk,orta,5,2,buyuk,orta,kabuledilemez
dusuk,orta,5,2,buyuk,yuksek,kabuledilemez
dusuk,orta,5,4,kucuk,dusuk,kabuledilemez
dusuk,orta,5,4,kucuk,orta,kabuledilebilir
dusuk,orta,5,4,kucuk,yuksek,iyi
dusuk,orta,5,4,orta,dusuk,kabuledilemez
dusuk,orta,5,4,orta,orta,iyi
dusuk,orta,5,4,orta,yuksek,cokiyi
dusuk,orta,5,4,buyuk,dusuk,kabuledilemez
dusuk,orta,5,4,buyuk,orta,iyi
dusuk,orta,5,4,buyuk,yuksek,cokiyi
dusuk,orta,5,5,kucuk,dusuk,kabuledilemez
dusuk,orta,5,5,kucuk,orta,kabuledilebilir
dusuk,orta,5,5,kucuk,yuksek,iyi
dusuk,orta,5,5,orta,dusuk,kabuledilemez
dusuk,orta,5,5,orta,orta,iyi
dusuk,orta,5,5,orta,yuksek,cokiyi
dusuk,orta,5,5,buyuk,dusuk,kabuledilemez
dusuk,orta,5,5,buyuk,orta,iyi
dusuk,orta,5,5,buyuk,yuksek,cokiyi
dusuk,dusuk,2,2,kucuk,dusuk,kabuledilemez
dusuk,dusuk,2,2,kucuk,orta,kabuledilemez
dusuk,dusuk,2,2,kucuk,yuksek,kabuledilemez
dusuk,dusuk,2,2,orta,dusuk,kabuledilemez
dusuk,dusuk,2,2,orta,orta,kabuledilemez
dusuk,dusuk,2,2,orta,yuksek,kabuledilemez
dusuk,dusuk,2,2,buyuk,dusuk,kabuledilemez
dusuk,dusuk,2,2,buyuk,orta,kabuledilemez
dusuk,dusuk,2,2,buyuk,yuksek,kabuledilemez
dusuk,dusuk,2,4,kucuk,dusuk,kabuledilemez
dusuk,dusuk,2,4,kucuk,orta,kabuledilebilir
dusuk,dusuk,2,4,kucuk,yuksek,iyi
dusuk,dusuk,2,4,orta,dusuk,kabuledilemez
dusuk,dusuk,2,4,orta,orta,kabuledilebilir
dusuk,dusuk,2,4,orta,yuksek,iyi
dusuk,dusuk,2,4,buyuk,dusuk,kabuledilemez
dusuk,dusuk,2,4,buyuk,orta,iyi
dusuk,dusuk,2,4,buyuk,yuksek,cokiyi
dusuk,dusuk,2,5,kucuk,dusuk,kabuledilemez
dusuk,dusuk,2,5,kucuk,orta,kabuledilemez
dusuk,dusuk,2,5,kucuk,yuksek,kabuledilemez
dusuk,dusuk,2,5,orta,dusuk,kabuledilemez
dusuk,dusuk,2,5,orta,orta,kabuledilebilir
dusuk,dusuk,2,5,orta,yuksek,iyi
dusuk,dusuk,2,5,buyuk,dusuk,kabuledilemez
dusuk,dusuk,2,5,buyuk,orta,iyi
dusuk,dusuk,2,5,buyuk,yuksek,cokiyi
dusuk,dusuk,3,2,kucuk,dusuk,kabuledilemez
dusuk,dusuk,3,2,kucuk,orta,kabuledilemez
dusuk,dusuk,3,2,kucuk,yuksek,kabuledilemez
dusuk,dusuk,3,2,orta,dusuk,kabuledilemez
dusuk,dusuk,3,2,orta,orta,kabuledilemez
dusuk,dusuk,3,2,orta,yuksek,kabuledilemez
dusuk,dusuk,3,2,buyuk,dusuk,kabuledilemez
dusuk,dusuk,3,2,buyuk,orta,kabuledilemez
dusuk,dusuk,3,2,buyuk,yuksek,kabuledilemez
dusuk,dusuk,3,4,kucuk,dusuk,kabuledilemez
dusuk,dusuk,3,4,kucuk,orta,kabuledilebilir
dusuk,dusuk,3,4,kucuk,yuksek,iyi
dusuk,dusuk,3,4,orta,dusuk,kabuledilemez
dusuk,dusuk,3,4,orta,orta,kabuledilebilir
dusuk,dusuk,3,4,orta,yuksek,iyi
dusuk,dusuk,3,4,buyuk,dusuk,kabuledilemez
dusuk,dusuk,3,4,buyuk,orta,iyi
dusuk,dusuk,3,4,buyuk,yuksek,cokiyi
dusuk,dusuk,3,5,kucuk,dusuk,kabuledilemez
dusuk,dusuk,3,5,kucuk,orta,kabuledilebilir
dusuk,dusuk,3,5,kucuk,yuksek,cokiyi
dusuk,dusuk,3,5,orta,dusuk,kabuledilemez
dusuk,dusuk,3,5,orta,orta,iyi
dusuk,dusuk,3,5,orta,yuksek,cokiyi
dusuk,dusuk,3,5,buyuk,dusuk,kabuledilemez
dusuk,dusuk,3,5,buyuk,orta,iyi
dusuk,dusuk,3,5,buyuk,yuksek,cokiyi
dusuk,dusuk,4,2,kucuk,dusuk,kabuledilemez
dusuk,dusuk,4,2,kucuk,orta,kabuledilemez
dusuk,dusuk,4,2,kucuk,yuksek,kabuledilemez
dusuk,dusuk,4,2,orta,dusuk,kabuledilemez
dusuk,dusuk,4,2,orta,orta,kabuledilemez
dusuk,dusuk,4,2,orta,yuksek,kabuledilemez
dusuk,dusuk,4,2,buyuk,dusuk,kabuledilemez
dusuk,dusuk,4,2,buyuk,orta,kabuledilemez
dusuk,dusuk,4,2,buyuk,yuksek,kabuledilemez
dusuk,dusuk,4,4,kucuk,dusuk,kabuledilemez
dusuk,dusuk,4,4,kucuk,orta,kabuledilebilir
dusuk,dusuk,4,4,kucuk,yuksek,iyi
dusuk,dusuk,4,4,orta,dusuk,kabuledilemez
dusuk,dusuk,4,4,orta,orta,iyi
dusuk,dusuk,4,4,orta,yuksek,cokiyi
dusuk,dusuk,4,4,buyuk,dusuk,kabuledilemez
dusuk,dusuk,4,4,buyuk,orta,iyi
dusuk,dusuk,4,4,buyuk,yuksek,cokiyi
dusuk,dusuk,4,5,kucuk,dusuk,kabuledilemez
dusuk,dusuk,4,5,kucuk,orta,kabuledilebilir
dusuk,dusuk,4,5,kucuk,yuksek,iyi
dusuk,dusuk,4,5,orta,dusuk,kabuledilemez
dusuk,dusuk,4,5,orta,orta,iyi
dusuk,dusuk,4,5,orta,yuksek,cokiyi
dusuk,dusuk,4,5,buyuk,dusuk,kabuledilemez
dusuk,dusuk,4,5,buyuk,orta,iyi
dusuk,dusuk,4,5,buyuk,yuksek,cokiyi
dusuk,dusuk,5,2,kucuk,dusuk,kabuledilemez
dusuk,dusuk,5,2,kucuk,orta,kabuledilemez
dusuk,dusuk,5,2,kucuk,yuksek,kabuledilemez
dusuk,dusuk,5,2,orta,dusuk,kabuledilemez
dusuk,dusuk,5,2,orta,orta,kabuledilemez
dusuk,dusuk,5,2,orta,yuksek,kabuledilemez
dusuk,dusuk,5,2,buyuk,dusuk,kabuledilemez
dusuk,dusuk,5,2,buyuk,orta,kabuledilemez
dusuk,dusuk,5,2,buyuk,yuksek,kabuledilemez
dusuk,dusuk,5,4,kucuk,dusuk,kabuledilemez
dusuk,dusuk,5,4,kucuk,orta,kabuledilebilir
dusuk,dusuk,5,4,kucuk,yuksek,iyi
dusuk,dusuk,5,4,orta,dusuk,kabuledilemez
dusuk,dusuk,5,4,orta,orta,iyi
dusuk,dusuk,5,4,orta,yuksek,cokiyi
dusuk,dusuk,5,4,buyuk,dusuk,kabuledilemez
dusuk,dusuk,5,4,buyuk,orta,iyi
dusuk,dusuk,5,4,buyuk,yuksek,cokiyi
dusuk,dusuk,5,5,kucuk,dusuk,kabuledilemez
dusuk,dusuk,5,5,kucuk,orta,kabuledilebilir
dusuk,dusuk,5,5,kucuk,yuksek,iyi
dusuk,dusuk,5,5,orta,dusuk,kabuledilemez
dusuk,dusuk,5,5,orta,orta,iyi
dusuk,dusuk,5,5,orta,yuksek,cokiyi
dusuk,dusuk,5,5,buyuk,dusuk,kabuledilemez
dusuk,dusuk,5,5,buyuk,orta,iyi
dusuk,dusuk,5,5,buyuk,yuksek,cokiyi
